石家庄,0.17849898580121637,0.4693877551020405,0.461626991338058,0.14529914529914525,0.3861386138613861,0.8141025641025638,0.7777777777777776,0.7033898305084748,1,1,0.4,0.7206023710349245,yes,yes
唐山,0.7931034482758625,0.5994897959183667,1.0,0.17094017094017094,1.0,0.0,0.7777777777777776,1.0,1,1,0.43999999999999984,0.5446972124319128,yes,yes
秦皇岛,1.0,0.7755102040816335,0.36967714579926103,0.0,0.3267326732673265,1.0,0.7777777777777776,1.0,1,1,0.2,0.4485741749439282,yes,yes
邯郸,0.12778904665314328,0.0,0.21701799018717063,0.39316239316239315,0.5643564356435644,0.39743589743589713,1.0,0.0,1,1,1.0,0.5382890099327138,yes,yes
邢台,0.02434077079107313,0.07653061224489734,0.0,0.0,0.3267326732673265,1.0,0.0,0.7033898305084748,1,1,0.6,0.5511054149311118,no,yes
保定,0.0,0.4846938775510207,0.10050578472348416,0.4444444444444444,0.4207920792079209,0.5448717948717948,0.0,0.7033898305084748,1,1,0.8800000000000001,0.5411727010573533,no,yes
张家口,0.020283975659228088,0.7908163265306118,0.1328972075837422,1.0,0.0,0.673076923076923,0.0,0.7033898305084748,1,1,0.6,0.0,no,no
承德,0.4340770791075058,1.0,0.277394148646193,0.7777777777777778,0.4405940594059406,0.26923076923076894,0.0,0.7033898305084748,1,1,0.0,0.5479013136815123,yes,no
沧州,0.4097363083164298,0.27806122448979537,0.29811012175177176,0.18803418803418798,0.6089108910891089,0.4935897435897433,0.0,0.7033898305084748,1,1,0.7,0.8042294136494713,no,no
廊坊,0.6693711967545644,0.5306122448979594,0.5779271912290266,0.0,0.3267326732673265,1.0,0.0,0.7033898305084748,1,1,0.5800000000000001,0.7206023710349245,no,no
衡水,0.34482758620689474,0.21173469387755087,0.1594281906838694,0.4615384615384616,0.44554455445544566,0.4999999999999998,0.0,0.7033898305084748,1,1,0.4,1.0,no,yes
