黄浦区,0.6219512195121925,0.6185567010309264,0.8517156862745098,0.0,0.04921259842519685,0.9528487229862475,1,0.0,0.0,1,1,1.0,0.16704805491990846,no,no
徐汇区,0.0,0.608247422680413,1.0,0.0958904109589041,0.06496062992125987,0.9233791748526522,1,1.0,1.0,1,1,0.9666666666666673,0.1351258581235697,no,yes
长宁区,0.5792682926829197,0.608247422680413,0.6685729847494554,0.013698630136986302,0.0,1.0,1,0.0,0.0,1,1,0.8999999999999998,0.13558352402745996,yes,no
静安区,0.6341463414634095,0.690721649484535,0.6781045751633987,0.0,0.0039370078740157514,0.9980353634577601,1,0.0,0.0,1,1,0.6000000000000002,0.1853546910755149,no,yes
普陀区,0.6890243902438994,0.7422680412371131,0.5090550108932462,0.0,0.10137795275590553,0.9007858546168956,1,0.0,0.0,1,1,0.3000000000000007,0.20022883295194507,no,yes
虹口区,0.7256097560975593,0.701030927835052,0.47056781045751633,0.21917808219178084,0.7480314960629921,0.22396856581532412,1,0.0,0.0,1,1,0.8000000000000007,0.16979405034324954,no,no
杨浦区,0.6768292682926823,0.6288659793814434,0.29215686274509806,0.12328767123287672,0.31692913385826776,0.6679764243614931,1,0.9607072691552062,0.12673056443024489,1,1,0.6666666666666666,0.04004576659038902,no,no
浦东新区,0.7621951219512193,0.8969072164948437,0.2947984749455338,0.013698630136986302,0.06692913385826772,0.9332023575638506,1,0.0,0.0,1,1,0.8333333333333334,1.0,yes,no
闵行区,0.6036585365853625,1.0,0.394880174291939,0.013698630136986302,0.8385826771653544,0.16306483300589383,1,0.0,0.0,1,1,0.8000000000000007,0.16979405034324954,no,yes
宝山区,0.8170731707317005,0.06185567010309154,0.363494008714597,0.027397260273972605,0.7086614173228347,0.29076620825147337,1,0.0,0.0,1,1,0.8000000000000007,0.16979405034324954,no,no
嘉定区,0.5426829268292684,0.7216494845360826,0.5038126361655774,0.027397260273972605,1.0,0.0,1,0.0,0.0,1,1,0.06666666666666703,0.06018306636155596,no,no
金山区,1.0,0.010309278350513425,0.08251633986928104,0.0410958904109589,0.9980314960629922,0.0,1,0.0,0.0,1,1,0.6000000000000002,0.1506864988558353,no,no
松江区,0.7256097560975593,0.4845360824742262,0.02761437908496732,0.0958904109589041,0.8956692913385828,0.09430255402750484,1,0.0,0.0,1,1,0.06666666666666703,0.08947368421052637,no,no
青浦区,0.4512195121951187,0.5670103092783483,0.1963031045751634,0.10958904109589042,0.7834645669291338,0.20432220039292726,1,0.0,0.0,1,1,0.10000000000000024,0.03546910755148741,no,no
奉贤区,0.6341463414634095,0.0,0.0,0.21917808219178084,0.9330708661417323,0.03929273084479371,1,0.0,0.0,1,1,0.3000000000000007,0.19050343249427917,no,no
崇明区,0.5731707317073155,0.5051546391752567,0.16353485838779958,1.0,0.7322834645669293,0.12770137524557956,1,0.0,0.0,1,1,0.0,0.0,no,no
